record_id,date,year,month,day,day_of_year,week_of_year,season,month_sin,month_cos,rainfall_mm,rainfall_intensity,rain_lag1,rain_lag2,rain_lag3,rain_cumul_3day,rain_cumul_5day,rain_cumul_7day,rain_rolling_avg_7d,rain_rolling_avg_30d,rain_exceed_50mm,rain_exceed_100mm,consecutive_rain_days,typhoon_active,typhoon_signal,typhoon_name,typhoon_category,typhoon_max_wind_kph,days_to_typhoon,days_since_typhoon,antecedent_moisture,land_use_code,flood_occurred,flood_depth_m,flood_duration_hrs,flood_severity
897,2022-06-15,2022,6,15,166,24,1,0.0,-1.0,52.2,4,0.0,0.0,18.0,52.2,144.3,227.0,32.43,19.22,1,0,1,0,0,,0.0,,,,0.44,1,0,,,0
898,2022-06-16,2022,6,16,167,24,1,0.0,-1.0,43.1,3,52.2,0.0,0.0,95.3,113.3,187.4,26.77,19.97,0,0,2,0,0,,0.0,,,,0.42,1,0,,,0
899,2022-06-17,2022,6,17,168,24,1,0.0,-1.0,63.3,4,43.1,52.2,0.0,158.6,158.6,250.7,35.81,21.1,1,0,3,0,0,,0.0,,,,0.83,1,1,1.4,21.0,3
900,2022-06-18,2022,6,18,169,24,1,0.0,-1.0,0.0,0,63.3,43.1,52.2,106.4,158.6,176.6,25.23,21.1,0,0,0,0,0,,0.0,,,,0.35,1,1,0.3,9.0,1
901,2022-06-19,2022,6,19,170,24,1,0.0,-1.0,44.2,3,0.0,63.3,43.1,107.5,202.8,202.8,28.97,22.57,0,0,1,0,0,,0.0,,,,0.4,1,0,,,0
902,2022-06-20,2022,6,20,171,25,1,0.0,-1.0,0.0,0,44.2,0.0,63.3,44.2,150.6,202.8,28.97,22.57,0,0,0,0,0,,0.0,,,,0.4,1,0,,,0
903,2022-06-21,2022,6,21,172,25,1,0.0,-1.0,54.6,4,0.0,44.2,0.0,98.8,162.1,257.4,36.77,23.27,1,0,1,0,0,,0.0,,,,0.49,1,0,,,0
904,2022-06-22,2022,6,22,173,25,1,0.0,-1.0,0.0,0,54.6,0.0,44.2,54.6,98.8,205.2,29.31,23.27,0,0,0,0,0,,0.0,,,,0.4,1,0,,,0
905,2022-06-23,2022,6,23,174,25,1,0.0,-1.0,0.0,0,0.0,54.6,0.0,54.6,98.8,162.1,23.16,23.27,0,0,0,0,0,,0.0,,,,0.33,1,0,,,0
906,2022-06-24,2022,6,24,175,25,1,0.0,-1.0,0.0,0,0.0,0.0,54.6,0.0,54.6,98.8,14.11,23.27,0,0,0,0,0,,0.0,,,,0.22,1,0,,,0
907,2022-06-25,2022,6,25,176,25,1,0.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,54.6,98.8,14.11,23.27,0,0,0,0,0,,0.0,,,,0.22,1,1,0.2,3.0,1
908,2022-06-26,2022,6,26,177,25,1,0.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,7.8,23.27,0,0,0,0,0,,0.0,,,,0.14,1,0,,,0
909,2022-06-27,2022,6,27,178,26,1,0.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,54.6,7.8,23.27,0,0,0,0,0,,0.0,,,,0.14,1,0,,,0
910,2022-06-28,2022,6,28,179,26,1,0.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.27,0,0,0,0,0,,0.0,,,,0.05,1,0,,,0
911,2022-06-29,2022,6,29,180,26,1,0.0,-1.0,17.5,3,0.0,0.0,0.0,17.5,17.5,17.5,2.5,22.32,0,0,1,0,0,,0.0,,,,0.08,1,0,,,0
912,2022-06-30,2022,6,30,181,26,1,0.0,-1.0,0.0,0,17.5,0.0,0.0,17.5,17.5,17.5,2.5,22.32,0,0,0,0,0,,0.0,,,,0.08,1,0,,,0
913,2022-07-01,2022,7,1,182,26,1,-0.5,-0.866025,63.7,4,0.0,17.5,0.0,81.2,81.2,81.2,11.6,23.3,1,0,1,0,0,,0.0,,,,0.19,1,0,,,0
914,2022-07-02,2022,7,2,183,26,1,-0.5,-0.866025,0.0,0,63.7,0.0,17.5,63.7,81.2,81.2,11.6,23.16,0,0,0,0,0,,0.0,,,,0.19,1,0,,,0
915,2022-07-03,2022,7,3,184,26,1,-0.5,-0.866025,95.1,4,0.0,63.7,0.0,158.8,176.3,176.3,25.19,24.05,1,0,1,0,0,,0.0,,,,0.35,1,0,,,0
916,2022-07-04,2022,7,4,185,27,1,-0.5,-0.866025,38.0,3,95.1,0.0,63.7,133.1,196.8,214.3,30.61,25.32,0,0,2,0,0,,0.0,,,,0.47,1,0,,,0
917,2022-07-05,2022,7,5,186,27,1,-0.5,-0.866025,100.1,4,38.0,95.1,0.0,233.2,296.9,314.4,44.91,28.66,1,1,3,0,0,,0.0,,,,0.94,1,1,1.3,21.0,3
918,2022-07-06,2022,7,6,187,27,1,-0.5,-0.866025,0.0,0,100.1,38.0,95.1,138.1,233.2,296.9,42.41,27.72,0,0,0,0,0,,0.0,,,,0.56,1,0,,,0
919,2022-07-07,2022,7,7,188,27,1,-0.5,-0.866025,0.0,0,0.0,100.1,38.0,100.1,233.2,296.9,42.41,25.78,0,0,0,0,0,,0.0,,,,0.56,1,0,,,0
920,2022-07-08,2022,7,8,189,27,1,-0.5,-0.866025,55.2,4,0.0,0.0,100.1,55.2,193.3,288.4,41.2,26.73,1,0,1,0,0,,0.0,,30.0,200.0,0.65,1,1,0.3,6.0,1
921,2022-07-09,2022,7,9,190,27,1,-0.5,-0.866025,0.0,0,55.2,0.0,0.0,55.2,155.3,288.4,41.2,23.97,0,0,0,0,0,,0.0,,,,0.54,1,0,,,0
922,2022-07-10,2022,7,10,191,27,1,-0.5,-0.866025,0.0,0,0.0,55.2,0.0,55.2,55.2,193.3,27.61,23.97,0,0,0,0,0,,0.0,,,,0.38,1,0,,,0
923,2022-07-11,2022,7,11,192,28,1,-0.5,-0.866025,0.0,0,0.0,0.0,55.2,0.0,55.2,155.3,22.19,21.5,0,0,0,0,0,,0.0,,,,0.32,1,0,,,0
924,2022-07-12,2022,7,12,193,28,1,-0.5,-0.866025,32.8,3,0.0,0.0,0.0,32.8,88.0,88.0,12.57,21.99,0,0,1,0,0,,0.0,,,,0.2,1,0,,,0
925,2022-07-13,2022,7,13,194,28,1,-0.5,-0.866025,50.4,4,32.8,0.0,0.0,83.2,83.2,138.4,19.77,23.67,1,0,2,0,0,,0.0,,,,0.34,1,0,,,0
926,2022-07-14,2022,7,14,195,28,1,-0.5,-0.866025,33.7,3,50.4,32.8,0.0,116.9,116.9,172.1,24.59,24.8,0,0,3,0,0,,0.0,,,,0.7,1,0,,,0
927,2022-07-15,2022,7,15,196,28,1,-0.5,-0.866025,0.0,0,33.7,50.4,32.8,84.1,116.9,116.9,16.7,23.06,0,0,0,0,0,,0.0,,,,0.25,1,0,,,0
928,2022-07-16,2022,7,16,197,28,1,-0.5,-0.866025,0.0,0,0.0,33.7,50.4,33.7,116.9,116.9,16.7,21.62,0,0,0,0,0,,0.0,,,,0.25,1,0,,,0
929,2022-07-17,2022,7,17,198,28,1,-0.5,-0.866025,0.0,0,0.0,0.0,33.7,0.0,84.1,116.9,16.7,19.51,0,0,0,0,0,,0.0,,,,0.25,1,0,,,0
930,2022-07-18,2022,7,18,199,29,1,-0.5,-0.866025,0.0,0,0.0,0.0,0.0,0.0,33.7,116.9,16.7,19.51,0,0,0,0,0,,0.0,,,,0.25,1,0,,,0
931,2022-07-19,2022,7,19,200,29,1,-0.5,-0.866025,0.0,0,0.0,0.0,0.0,0.0,0.0,84.1,12.01,18.04,0,0,0,0,0,,0.0,,,,0.19,1,0,,,0
932,2022-07-20,2022,7,20,201,29,1,-0.5,-0.866025,0.0,0,0.0,0.0,0.0,0.0,0.0,33.7,4.81,18.04,0,0,0,0,0,,0.0,,,,0.11,1,0,,,0
933,2022-07-21,2022,7,21,202,29,1,-0.5,-0.866025,31.4,3,0.0,0.0,0.0,31.4,31.4,31.4,4.49,17.26,0,0,1,0,0,,0.0,,,,0.1,1,0,,,0
934,2022-07-22,2022,7,22,203,29,1,-0.5,-0.866025,0.0,0,31.4,0.0,0.0,31.4,31.4,31.4,4.49,17.26,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
935,2022-07-23,2022,7,23,204,29,1,-0.5,-0.866025,0.0,0,0.0,31.4,0.0,31.4,31.4,31.4,4.49,17.26,0,0,0,0,0,,0.0,,,,0.1,1,0,,,0
936,2022-07-24,2022,7,24,205,29,1,-0.5,-0.866025,61.8,4,0.0,0.0,31.4,61.8,93.2,93.2,13.31,19.32,1,0,1,0,0,,0.0,,,,0.21,1,0,,,0
937,2022-07-25,2022,7,25,206,30,1,-0.5,-0.866025,49.7,3,61.8,0.0,0.0,111.5,142.9,142.9,20.41,20.98,0,0,2,0,0,,0.0,,,,0.34,1,0,,,0
938,2022-07-26,2022,7,26,207,30,1,-0.5,-0.866025,0.0,0,49.7,61.8,0.0,111.5,111.5,142.9,20.41,20.98,0,0,0,0,0,,0.0,,,,0.29,1,0,,,0
939,2022-07-27,2022,7,27,208,30,1,-0.5,-0.866025,0.0,0,0.0,49.7,61.8,49.7,111.5,142.9,20.41,20.98,0,0,0,0,0,,0.0,,,,0.29,1,0,,,0
940,2022-07-28,2022,7,28,209,30,1,-0.5,-0.866025,0.0,0,0.0,0.0,49.7,0.0,111.5,111.5,15.93,20.98,0,0,0,0,0,,0.0,,,,0.24,1,0,,,0
941,2022-07-29,2022,7,29,210,30,1,-0.5,-0.866025,0.0,0,0.0,0.0,0.0,0.0,49.7,111.5,15.93,20.4,0,0,0,0,0,,0.0,,,,0.24,1,0,,,0
942,2022-07-30,2022,7,30,211,30,1,-0.5,-0.866025,0.0,0,0.0,0.0,0.0,0.0,0.0,111.5,15.93,20.4,0,0,0,0,0,,0.0,,,,0.24,1,1,0.5,12.0,1
943,2022-07-31,2022,7,31,212,30,1,-0.5,-0.866025,14.4,3,0.0,0.0,0.0,14.4,14.4,64.1,9.16,18.75,0,0,1,0,0,,0.0,,,,0.16,1,0,,,0
944,2022-08-01,2022,8,1,213,31,1,-0.866025,-0.5,0.0,0,14.4,0.0,0.0,14.4,14.4,14.4,2.06,18.75,0,0,0,0,0,,0.0,,,,0.07,1,0,,,0
945,2022-08-02,2022,8,2,214,31,1,-0.866025,-0.5,35.2,3,0.0,14.4,0.0,49.6,49.6,49.6,7.09,16.76,0,0,1,0,0,,0.0,,,,0.14,1,0,,,0
946,2022-08-03,2022,8,3,215,31,1,-0.866025,-0.5,0.0,0,35.2,0.0,14.4,35.2,49.6,49.6,7.09,15.49,0,0,0,0,0,,0.0,,,,0.14,1,0,,,0
947,2022-08-04,2022,8,4,216,31,1,-0.866025,-0.5,0.0,0,0.0,35.2,0.0,35.2,49.6,49.6,7.09,12.15,0,0,0,0,0,,0.0,,,,0.14,1,0,,,0
948,2022-08-05,2022,8,5,217,31,1,-0.866025,-0.5,81.0,4,0.0,0.0,35.2,81.0,116.2,130.6,18.66,14.85,1,0,1,0,0,,0.0,,,,0.27,1,0,,,0
949,2022-08-06,2022,8,6,218,31,1,-0.866025,-0.5,0.0,0,81.0,0.0,0.0,81.0,116.2,130.6,18.66,14.85,0,0,0,0,0,,0.0,,,,0.27,1,0,,,0
950,2022-08-07,2022,8,7,219,31,1,-0.866025,-0.5,60.7,4,0.0,81.0,0.0,141.7,141.7,176.9,25.27,15.04,1,0,1,0,0,,0.0,,,,0.35,1,1,0.5,7.0,1
951,2022-08-08,2022,8,8,220,32,1,-0.866025,-0.5,0.0,0,60.7,0.0,81.0,60.7,141.7,176.9,25.27,15.04,0,0,0,0,0,,0.0,,,,0.35,1,0,,,0
952,2022-08-09,2022,8,9,221,32,1,-0.866025,-0.5,14.1,3,0.0,60.7,0.0,74.8,155.8,155.8,22.26,15.51,0,0,1,0,0,,0.0,,,,0.32,1,0,,,0
953,2022-08-10,2022,8,10,222,32,1,-0.866025,-0.5,2.3,1,14.1,0.0,60.7,16.4,77.1,158.1,22.59,15.58,0,0,2,0,0,,0.0,,,,0.37,1,0,,,0
954,2022-08-11,2022,8,11,223,32,1,-0.866025,-0.5,33.2,3,2.3,14.1,0.0,49.6,110.3,191.3,27.33,15.6,0,0,3,0,0,,0.0,,,,0.73,1,0,,,0
955,2022-08-12,2022,8,12,224,32,1,-0.866025,-0.5,0.0,0,33.2,2.3,14.1,35.5,49.6,110.3,15.76,13.92,0,0,0,0,0,,0.0,,,,0.24,1,0,,,0
956,2022-08-13,2022,8,13,225,32,1,-0.866025,-0.5,0.0,0,0.0,33.2,2.3,33.2,49.6,110.3,15.76,12.79,0,0,0,0,0,,0.0,,,,0.24,1,0,,,0
957,2022-08-14,2022,8,14,226,32,1,-0.866025,-0.5,13.1,3,0.0,0.0,33.2,13.1,48.6,62.7,8.96,13.23,0,0,1,0,0,,0.0,,,,0.16,1,0,,,0
958,2022-08-15,2022,8,15,227,33,1,-0.866025,-0.5,0.0,0,13.1,0.0,0.0,13.1,46.3,62.7,8.96,13.23,0,0,0,0,0,,0.0,,,,0.16,1,0,,,0
959,2022-08-16,2022,8,16,228,33,1,-0.866025,-0.5,0.0,0,0.0,13.1,0.0,13.1,13.1,48.6,6.94,13.23,0,0,0,0,0,,0.0,,,,0.13,1,0,,,0
960,2022-08-17,2022,8,17,229,33,1,-0.866025,-0.5,126.4,4,0.0,0.0,13.1,126.4,139.5,172.7,24.67,17.44,1,1,1,0,0,,0.0,,,,0.35,1,0,,,0
961,2022-08-18,2022,8,18,230,33,1,-0.866025,-0.5,0.0,0,126.4,0.0,0.0,126.4,139.5,139.5,19.93,17.44,0,0,0,0,0,,0.0,,,,0.29,1,0,,,0
962,2022-08-19,2022,8,19,231,33,1,-0.866025,-0.5,39.6,3,0.0,126.4,0.0,166.0,166.0,179.1,25.59,18.76,0,0,1,0,0,,0.0,,,,0.36,1,1,0.5,4.0,1
963,2022-08-20,2022,8,20,232,33,1,-0.866025,-0.5,0.0,0,39.6,0.0,126.4,39.6,166.0,179.1,25.59,17.72,0,0,0,0,0,,0.0,,,,0.36,1,0,,,0
964,2022-08-21,2022,8,21,233,33,1,-0.866025,-0.5,0.0,0,0.0,39.6,0.0,39.6,166.0,166.0,23.71,17.72,0,0,0,0,0,,0.0,,,,0.33,1,0,,,0
965,2022-08-22,2022,8,22,234,34,1,-0.866025,-0.5,6.5,2,0.0,0.0,39.6,6.5,46.1,172.5,24.64,17.93,0,0,1,0,0,,0.0,,,,0.35,1,0,,,0
966,2022-08-23,2022,8,23,235,34,1,-0.866025,-0.5,47.6,3,6.5,0.0,0.0,54.1,93.7,220.1,31.44,17.46,0,0,2,0,0,,0.0,,,,0.48,1,0,,,0
967,2022-08-24,2022,8,24,236,34,1,-0.866025,-0.5,0.0,0,47.6,6.5,0.0,54.1,54.1,93.7,13.39,15.8,0,0,0,0,0,,0.0,,,,0.21,1,0,,,0
968,2022-08-25,2022,8,25,237,34,1,-0.866025,-0.5,0.0,0,0.0,47.6,6.5,47.6,54.1,93.7,13.39,15.8,0,0,0,0,0,,0.0,,,,0.21,1,0,,,0
969,2022-08-26,2022,8,26,238,34,1,-0.866025,-0.5,0.0,0,0.0,0.0,47.6,0.0,54.1,54.1,7.73,15.8,0,0,0,0,0,,0.0,,,,0.14,1,0,,,0
970,2022-08-27,2022,8,27,239,34,1,-0.866025,-0.5,32.9,3,0.0,0.0,0.0,32.9,80.5,87.0,12.43,16.9,0,0,1,0,0,,0.0,,,,0.2,1,1,0.4,6.0,1
971,2022-08-28,2022,8,28,240,34,1,-0.866025,-0.5,28.1,3,32.9,0.0,0.0,61.0,61.0,115.1,16.44,17.84,0,0,2,0,0,,0.0,,,,0.3,1,0,,,0
972,2022-08-29,2022,8,29,241,35,1,-0.866025,-0.5,65.6,4,28.1,32.9,0.0,126.6,126.6,174.2,24.89,20.02,1,0,3,0,0,,0.0,,,,0.7,1,0,,,0
973,2022-08-30,2022,8,30,242,35,1,-0.866025,-0.5,72.1,4,65.6,28.1,32.9,165.8,198.7,198.7,28.39,21.95,1,0,4,0,0,,0.0,,,,0.74,1,1,0.7,6.0,2
974,2022-08-31,2022,8,31,243,35,1,-0.866025,-0.5,14.1,3,72.1,65.6,28.1,151.8,212.8,212.8,30.4,22.42,0,0,5,0,0,,0.0,,,,0.76,1,0,,,0
975,2022-09-01,2022,9,1,244,35,1,-1.0,-0.0,0.0,0,14.1,72.1,65.6,86.2,179.9,212.8,30.4,21.24,0,0,0,0,0,,0.0,,,,0.41,1,1,0.5,9.0,1
976,2022-09-02,2022,9,2,245,35,1,-1.0,-0.0,0.0,0,0.0,14.1,72.1,14.1,151.8,212.8,30.4,21.24,0,0,0,0,0,,0.0,,,,0.41,1,0,,,0
977,2022-09-03,2022,9,3,246,35,1,-1.0,-0.0,13.2,3,0.0,0.0,14.1,13.2,99.4,193.1,27.59,21.68,0,0,1,0,0,,0.0,,,,0.38,1,0,,,0
978,2022-09-04,2022,9,4,247,35,1,-1.0,-0.0,28.2,3,13.2,0.0,0.0,41.4,55.5,193.2,27.6,19.92,0,0,2,0,0,,0.0,,,,0.43,1,0,,,0
979,2022-09-05,2022,9,5,248,36,1,-1.0,-0.0,0.0,0,28.2,13.2,0.0,41.4,41.4,127.6,18.23,19.92,0,0,0,0,0,,0.0,,,,0.27,1,0,,,0
980,2022-09-06,2022,9,6,249,36,1,-1.0,-0.0,0.0,0,0.0,28.2,13.2,28.2,41.4,55.5,7.93,17.9,0,0,0,0,0,,0.0,,,,0.15,1,0,,,0
981,2022-09-07,2022,9,7,250,36,1,-1.0,-0.0,110.3,4,0.0,0.0,28.2,110.3,151.7,151.7,21.67,21.58,1,1,1,0,0,,0.0,,,,0.31,1,1,0.7,20.0,2
982,2022-09-08,2022,9,8,251,36,1,-1.0,-0.0,124.2,4,110.3,0.0,0.0,234.5,262.7,275.9,39.41,25.25,1,1,2,0,0,,0.0,,,,0.57,1,0,,,0
983,2022-09-09,2022,9,9,252,36,1,-1.0,-0.0,0.0,0,124.2,110.3,0.0,234.5,234.5,275.9,39.41,25.17,0,0,0,0,0,,0.0,,,,0.52,1,0,,,0
984,2022-09-10,2022,9,10,253,36,1,-1.0,-0.0,0.0,0,0.0,124.2,110.3,124.2,234.5,262.7,37.53,24.06,0,0,0,0,0,,0.0,,,,0.5,1,0,,,0
985,2022-09-11,2022,9,11,254,36,1,-1.0,-0.0,29.5,3,0.0,0.0,124.2,29.5,264.0,264.0,37.71,25.05,0,0,1,0,0,,0.0,,,,0.5,1,0,,,0
986,2022-09-12,2022,9,12,255,37,1,-1.0,-0.0,70.8,4,29.5,0.0,0.0,100.3,224.5,334.8,47.83,27.41,1,0,2,0,0,,0.0,,,,0.67,1,1,0.4,8.0,2
987,2022-09-13,2022,9,13,256,37,1,-1.0,-0.0,57.6,4,70.8,29.5,0.0,157.9,157.9,392.4,56.06,28.89,1,0,3,0,0,,0.0,,,,1.0,1,1,1.4,30.0,3
988,2022-09-14,2022,9,14,257,37,1,-1.0,-0.0,0.0,0,57.6,70.8,29.5,128.4,157.9,282.1,40.3,28.89,0,0,0,0,0,,0.0,,,,0.53,1,0,,,0
989,2022-09-15,2022,9,15,258,37,1,-1.0,-0.0,195.9,4,0.0,57.6,70.8,253.5,353.8,353.8,50.54,35.42,1,1,1,0,0,,0.0,,9.0,0.0,0.66,1,1,0.9,38.0,3
990,2022-09-16,2022,9,16,259,37,1,-1.0,-0.0,0.0,0,195.9,0.0,57.6,195.9,324.3,353.8,50.54,31.21,0,0,0,0,0,,0.0,,8.0,0.0,0.66,1,0,,,0
991,2022-09-17,2022,9,17,260,37,1,-1.0,-0.0,98.0,4,0.0,195.9,0.0,293.9,351.5,451.8,64.54,34.47,1,0,1,0,0,,0.0,,7.0,0.0,0.82,1,1,1.5,39.0,3
992,2022-09-18,2022,9,18,261,37,1,-1.0,-0.0,35.6,3,98.0,0.0,195.9,133.6,329.5,457.9,65.41,34.34,0,0,2,0,0,,0.0,,6.0,0.0,0.88,1,1,0.9,10.0,2
993,2022-09-19,2022,9,19,262,38,1,-1.0,-0.0,0.0,0,35.6,98.0,0.0,133.6,329.5,387.1,55.3,34.34,0,0,0,0,0,,0.0,,5.0,0.0,0.71,1,0,,,0
994,2022-09-20,2022,9,20,263,38,1,-1.0,-0.0,0.0,0,0.0,35.6,98.0,35.6,133.6,329.5,47.07,34.34,0,0,0,0,0,,0.0,,4.0,0.0,0.61,1,0,,,0
995,2022-09-21,2022,9,21,264,38,1,-1.0,-0.0,0.0,0,0.0,0.0,35.6,0.0,133.6,329.5,47.07,34.12,0,0,0,0,0,,0.0,,3.0,0.0,0.61,1,0,,,0
996,2022-09-22,2022,9,22,265,38,1,-1.0,-0.0,0.0,0,0.0,0.0,0.0,0.0,35.6,133.6,19.09,32.54,0,0,0,0,0,,0.0,,2.0,0.0,0.28,1,0,,,0
997,2022-09-23,2022,9,23,266,38,1,-1.0,-0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,133.6,19.09,32.54,0,0,0,0,0,,0.0,,1.0,0.0,0.28,1,0,,,0
998,2022-09-24,2022,9,24,267,38,1,-1.0,-0.0,104.3,4,0.0,0.0,0.0,104.3,104.3,139.9,19.99,36.01,1,1,1,1,2,Karding,3.0,185.0,0.0,0.0,0.29,1,0,,,0
999,2022-09-25,2022,9,25,268,38,1,-1.0,-0.0,95.2,4,104.3,0.0,0.0,199.5,199.5,199.5,28.5,39.19,1,0,2,1,1,Karding,2.0,185.0,0.0,365.0,0.81,1,1,0.7,18.0,2
1000,2022-09-26,2022,9,26,269,39,1,-1.0,-0.0,55.8,4,95.2,104.3,0.0,255.3,255.3,255.3,36.47,39.95,1,0,3,1,1,Karding,2.0,185.0,0.0,1.0,0.72,1,0,,,0
1001,2022-09-27,2022,9,27,270,39,1,-1.0,-0.0,8.4,3,55.8,95.2,104.3,159.4,263.7,263.7,37.67,39.29,0,0,4,1,2,Karding,3.0,185.0,0.0,3.0,0.85,1,1,1.4,19.0,3
1002,2022-09-28,2022,9,28,271,39,1,-1.0,-0.0,0.0,0,8.4,55.8,95.2,64.2,263.7,263.7,37.67,37.11,0,0,0,0,0,,0.0,,,4.0,0.5,1,0,,,0
1003,2022-09-29,2022,9,29,272,39,1,-1.0,-0.0,0.0,0,0.0,8.4,55.8,8.4,159.4,263.7,37.67,34.7,0,0,0,0,0,,0.0,,,5.0,0.5,1,0,,,0
1004,2022-09-30,2022,9,30,273,39,1,-1.0,-0.0,9.7,3,0.0,0.0,8.4,9.7,73.9,273.4,39.06,34.56,0,0,1,0,0,,0.0,,,6.0,0.52,1,0,,,0
1005,2022-10-01,2022,10,1,274,39,1,-0.866025,0.5,0.0,0,9.7,0.0,0.0,9.7,18.1,169.1,24.16,34.56,0,0,0,0,0,,0.0,,,7.0,0.34,1,0,,,0
1006,2022-10-02,2022,10,2,275,39,1,-0.866025,0.5,0.0,0,0.0,9.7,0.0,9.7,9.7,73.9,10.56,34.56,0,0,0,0,0,,0.0,,,8.0,0.18,1,0,,,0
1007,2022-10-03,2022,10,3,276,40,1,-0.866025,0.5,149.2,4,0.0,0.0,9.7,149.2,158.9,167.3,23.9,39.09,1,1,1,0,0,,0.0,,,9.0,0.34,1,0,,,0
1008,2022-10-04,2022,10,4,277,40,1,-0.866025,0.5,100.9,4,149.2,0.0,0.0,250.1,259.8,259.8,37.11,41.51,1,1,2,0,0,,0.0,,,10.0,0.55,1,1,0.9,13.0,2
1009,2022-10-05,2022,10,5,278,40,1,-0.866025,0.5,47.5,3,100.9,149.2,0.0,297.6,297.6,307.3,43.9,43.1,0,0,3,0,0,,0.0,,,11.0,0.93,1,0,,,0
1010,2022-10-06,2022,10,6,279,40,1,-0.866025,0.5,136.8,4,47.5,100.9,149.2,285.2,434.4,444.1,63.44,47.66,1,1,4,0,0,,0.0,,,12.0,1.0,1,1,1.3,17.0,3
1011,2022-10-07,2022,10,7,280,40,1,-0.866025,0.5,52.6,4,136.8,47.5,100.9,236.9,487.0,487.0,69.57,45.73,1,0,5,0,0,,0.0,,,13.0,1.0,1,1,1.3,17.0,3
1012,2022-10-08,2022,10,8,281,40,1,-0.866025,0.5,0.0,0,52.6,136.8,47.5,189.4,337.8,487.0,69.57,41.59,0,0,0,0,0,,0.0,,,14.0,0.88,1,0,,,0
1013,2022-10-09,2022,10,9,282,40,1,-0.866025,0.5,139.4,4,0.0,52.6,136.8,192.0,376.3,626.4,89.49,46.24,1,1,1,0,0,,0.0,,,15.0,1.0,1,1,1.0,18.0,3
1014,2022-10-10,2022,10,10,283,41,1,-0.866025,0.5,80.3,4,139.4,0.0,52.6,219.7,409.1,557.5,79.64,48.92,1,0,2,0,0,,0.0,,,16.0,1.0,1,1,1.0,22.0,3
1015,2022-10-11,2022,10,11,284,41,1,-0.866025,0.5,0.0,0,80.3,139.4,0.0,219.7,272.3,456.6,65.23,47.93,0,0,0,0,0,,0.0,,,17.0,0.83,1,1,0.6,14.0,2
1016,2022-10-12,2022,10,12,285,41,1,-0.866025,0.5,36.6,3,0.0,80.3,139.4,116.9,256.3,445.7,63.67,46.79,0,0,1,0,0,,0.0,,,18.0,0.81,1,1,0.6,7.0,2
1017,2022-10-13,2022,10,13,286,41,1,-0.866025,0.5,0.0,0,36.6,0.0,80.3,36.6,256.3,308.9,44.13,44.87,0,0,0,0,0,,0.0,,,19.0,0.58,1,0,,,0
1018,2022-10-14,2022,10,14,287,41,1,-0.866025,0.5,0.0,0,0.0,36.6,0.0,36.6,116.9,256.3,36.61,44.87,0,0,0,0,0,,0.0,,,20.0,0.49,1,0,,,0
1019,2022-10-15,2022,10,15,288,41,1,-0.866025,0.5,103.6,4,0.0,0.0,36.6,103.6,140.2,359.9,51.41,41.8,1,1,1,0,0,,0.0,,,21.0,0.67,1,1,0.9,19.0,2
1020,2022-10-16,2022,10,16,289,41,1,-0.866025,0.5,0.0,0,103.6,0.0,0.0,103.6,140.2,220.5,31.5,41.8,0,0,0,0,0,,0.0,,,22.0,0.43,1,0,,,0
1021,2022-10-17,2022,10,17,290,42,1,-0.866025,0.5,162.6,4,0.0,103.6,0.0,266.2,266.2,302.8,43.26,43.95,1,1,1,0,0,,0.0,,,23.0,0.57,1,1,0.4,10.0,2
1022,2022-10-18,2022,10,18,291,42,1,-0.866025,0.5,0.0,0,162.6,0.0,103.6,162.6,266.2,302.8,43.26,42.76,0,0,0,0,0,,0.0,,,24.0,0.57,1,1,0.3,6.0,1
1023,2022-10-19,2022,10,19,292,42,1,-0.866025,0.5,81.8,4,0.0,162.6,0.0,244.4,348.0,348.0,49.71,45.49,1,0,1,0,0,,0.0,,9.0,0.0,0.65,1,1,0.5,9.0,2
1024,2022-10-20,2022,10,20,293,42,1,-0.866025,0.5,9.0,3,81.8,0.0,162.6,90.8,253.4,357.0,51.0,45.79,0,0,2,0,0,,0.0,,8.0,0.0,0.71,1,0,,,0
1025,2022-10-21,2022,10,21,294,42,1,-0.866025,0.5,18.8,3,9.0,81.8,0.0,109.6,272.2,375.8,53.69,46.42,0,0,3,0,0,,0.0,,7.0,0.0,1.0,1,1,0.3,11.0,1
1026,2022-10-22,2022,10,22,295,42,1,-0.866025,0.5,12.5,3,18.8,9.0,81.8,40.3,122.1,284.7,40.67,46.83,0,0,4,0,0,,0.0,,6.0,0.0,0.89,1,0,,,0
1027,2022-10-23,2022,10,23,296,42,1,-0.866025,0.5,0.0,0,12.5,18.8,9.0,31.3,122.1,284.7,40.67,46.83,0,0,0,0,0,,0.0,,5.0,0.0,0.54,1,0,,,0
1028,2022-10-24,2022,10,24,297,43,1,-0.866025,0.5,0.0,0,0.0,12.5,18.8,12.5,40.3,122.1,17.44,43.36,0,0,0,0,0,,0.0,,4.0,0.0,0.26,1,0,,,0
